timestamp,open,high,low,close,volume
2025-10-03 00:00:00,120481.5,120504.2,120304.3,120304.3,141.8527826
2025-10-03 00:05:00,120304.3,120327.3,120266.0,120266.0,27.42291704
2025-10-03 00:10:00,120266.0,120266.0,120063.7,120112.3,168.75361968
2025-10-03 00:15:00,120112.3,120227.9,120036.0,120167.9,320.16758072
2025-10-03 00:20:00,120167.9,120248.7,120106.3,120248.7,103.21970785
2025-10-03 00:25:00,120248.7,120260.0,120207.4,120240.0,54.53906509
2025-10-03 00:30:00,120240.0,120240.0,120128.7,120134.4,51.85702002
2025-10-03 00:35:00,120134.4,120222.0,120132.0,120152.8,105.59427097
2025-10-03 00:40:00,120152.8,120216.4,120145.0,120162.1,39.26900043
2025-10-03 00:45:00,120162.1,120232.8,120145.1,120145.2,44.84515761
2025-10-03 00:50:00,120145.2,120191.0,120049.9,120101.4,95.43697239
2025-10-03 00:55:00,120101.4,120125.6,120065.9,120097.0,76.630433
2025-10-03 01:00:00,120097.0,120160.0,120080.1,120114.7,74.30094944
2025-10-03 01:05:00,120114.7,120183.4,120029.3,120168.1,115.43893988
2025-10-03 01:10:00,120168.1,120258.0,120125.4,120176.2,68.01463376
2025-10-03 01:15:00,120176.2,120253.4,120030.0,120108.2,110.88503723
2025-10-03 01:20:00,120108.2,120148.6,119963.2,119983.0,107.55918307
2025-10-03 01:25:00,119983.0,120108.2,119980.0,120076.2,145.91426214
2025-10-03 01:30:00,120076.2,120127.7,120026.3,120109.1,42.35884959
2025-10-03 01:35:00,120109.1,120121.0,119979.2,120047.2,89.3724509
2025-10-03 01:40:00,120047.2,120088.1,120034.2,120056.2,28.44619313
2025-10-03 01:45:00,120056.2,120056.3,119966.5,119985.8,105.77290633
2025-10-03 01:50:00,119985.8,120000.0,119777.0,119855.6,246.29657486
2025-10-03 01:55:00,119855.6,119922.0,119800.0,119832.2,117.26432705
2025-10-03 02:00:00,119832.2,119958.3,119825.0,119958.3,90.00731402
2025-10-03 02:05:00,119958.3,119977.8,119922.0,119958.1,135.05065885
2025-10-03 02:10:00,119958.1,120100.0,119958.1,120100.0,109.14743645
2025-10-03 02:15:00,120100.0,120135.0,120055.5,120068.5,66.80345009
2025-10-03 02:20:00,120068.5,120068.5,119947.5,119999.9,65.39864886
2025-10-03 02:25:00,119999.9,119999.9,119923.9,119943.9,27.09160039
2025-10-03 02:30:00,119943.9,119965.5,119919.4,119944.0,28.25377602
2025-10-03 02:35:00,119944.0,120050.0,119889.3,120004.9,110.95565519
2025-10-03 02:45:00,120031.9,120063.9,119998.5,120048.2,33.18454108
2025-10-03 02:50:00,120048.2,120078.5,120017.7,120054.1,47.18281342
2025-10-03 02:55:00,120054.1,120231.9,120054.1,120120.1,350.69355083
2025-10-03 03:00:00,120120.1,120345.2,120120.0,120324.1,174.3531316
2025-10-03 03:05:00,120324.1,120440.5,120321.6,120332.7,304.91166921
2025-10-03 03:10:00,120332.7,120339.1,120256.9,120256.9,62.58759573
2025-10-03 03:15:00,120256.9,120316.6,120217.1,120261.8,77.68034004
2025-10-03 03:20:00,120261.8,120372.6,120261.8,120283.0,49.39067536
2025-10-03 03:25:00,120283.0,120283.0,120150.1,120150.1,87.28986526
2025-10-03 03:30:00,120150.1,120200.1,120126.9,120200.1,51.12639632
2025-10-03 03:35:00,120200.1,120373.8,120200.0,120343.5,549.00542311
2025-10-03 03:40:00,120343.5,120347.1,120295.0,120302.2,104.00879337
2025-10-03 03:45:00,120302.2,120314.7,120280.7,120280.7,30.22894573
2025-10-03 03:50:00,120280.7,120280.8,120213.4,120247.3,94.13763275
2025-10-03 03:55:00,120247.3,120258.2,120165.0,120183.5,67.13613509
2025-10-03 04:00:00,120183.5,120206.9,120140.8,120186.2,46.2716033
